"DIM1","Sex","DIM3","Age group","TIME","Reference period","Value","Flag Codes","Flags"
"3","Females","12","45-49","2012","2012",44262,,
"3","Females","12","45-49","2013","2013",43388,,
"3","Females","12","45-49","2014","2014",43106,,
"3","Females","12","45-49","2015","2015",43287,,
"3","Females","12","45-49","2016","2016",43904,,
"3","Females","12","45-49","2017","2017",44681,,
"3","Females","12","45-49","2018","2018",45173,,
"1","Males and females","4","5-9","1970","1970",101428,,
"1","Males and females","4","5-9","1971","1971",100114,,
"1","Males and females","4","5-9","1972","1972",98503,,
"1","Males and females","4","5-9","1973","1973",97900,,
"1","Males and females","4","5-9","1974","1974",98320,,
"1","Males and females","4","5-9","1975","1975",99965,,
"1","Males and females","4","5-9","1976","1976",103002,,
"1","Males and females","4","5-9","1977","1977",106340,,
"1","Males and females","4","5-9","1978","1978",108513,,
"1","Males and females","4","5-9","1979","1979",109385,,
"1","Males and females","4","5-9","1980","1980",109910,,
"1","Males and females","4","5-9","1981","1981",110048,,
"1","Males and females","4","5-9","1982","1982",110172,,
"1","Males and females","4","5-9","1983","1983",110346,,
"1","Males and females","4","5-9","1984","1984",110735,,
"1","Males and females","4","5-9","1985","1985",111508,,
"1","Males and females","4","5-9","1986","1986",112553,,
"1","Males and females","4","5-9","1987","1987",113562,,
"1","Males and females","4","5-9","1988","1988",114899,,
"1","Males and females","4","5-9","1989","1989",116629,,
"1","Males and females","4","5-9","1990","1990",117774,,
"1","Males and females","4","5-9","1991","1991",117902,,
"1","Males and females","4","5-9","1992","1992",116420,,
"1","Males and females","4","5-9","1993","1993",113976,,
"1","Males and females","4","5-9","1994","1994",111979,,
"1","Males and females","4","5-9","1995","1995",109827,,
"1","Males and females","4","5-9","1996","1996",106181,,
"1","Males and females","4","5-9","1997","1997",100911,,
"1","Males and females","4","5-9","1998","1998",94001,,
"1","Males and females","4","5-9","1999","1999",85835,,
"1","Males and females","4","5-9","2000","2000",79110,,
"1","Males and females","4","5-9","2001","2001",73365,,
"1","Males and females","4","5-9","2002","2002",68700,,
"1","Males and females","4","5-9","2003","2003",64980,,
"1","Males and females","4","5-9","2004","2004",62845,,
"1","Males and females","4","5-9","2005","2005",61935,,
"1","Males and females","4","5-9","2006","2006",61495,,
"1","Males and females","4","5-9","2007","2007",61515,,
"1","Males and females","4","5-9","2008","2008",62335,,
"1","Males and females","4","5-9","2009","2009",63615,,
"1","Males and females","4","5-9","2010","2010",64955,,
"1","Males and females","4","5-9","2011","2011",66631,,
"1","Males and females","4","5-9","2012","2012",69019,,
"1","Males and females","4","5-9","2013","2013",71692,,
"1","Males and females","4","5-9","2014","2014",74007,,
"1","Males and females","4","5-9","2015","2015",75768,,
"1","Males and females","4","5-9","2016","2016",76727,,
"1","Males and females","4","5-9","2017","2017",76350,,
"1","Males and females","4","5-9","2018","2018",75008,,
"2","Males","19","80-84","1970","1970",4307,,
"2","Males","19","80-84","1971","1971",4418,,
"2","Males","19","80-84","1972","1972",4487,,
"2","Males","19","80-84","1973","1973",4441,,
"2","Males","19","80-84","1974","1974",4406,,
"2","Males","19","80-84","1975","1975",4428,,
"2","Males","19","80-84","1976","1976",4411,,
"2","Males","19","80-84","1977","1977",4408,,
"2","Males","19","80-84","1978","1978",4523,,
"2","Males","19","80-84","1979","1979",4684,,
"2","Males","19","80-84","1980","1980",4823,,
"2","Males","19","80-84","1981","1981",4960,,
"2","Males","19","80-84","1982","1982",5205,,
"2","Males","19","80-84","1983","1983",5563,,
"2","Males","19","80-84","1984","1984",5859,,
"2","Males","19","80-84","1985","1985",5998,,
"2","Males","19","80-84","1986","1986",6107,,
"2","Males","19","80-84","1987","1987",6201,,
"2","Males","19","80-84","1988","1988",6222,,
"2","Males","19","80-84","1989","1989",6278,,
"2","Males","19","80-84","1990","1990",6354,,
"2","Males","19","80-84","1991","1991",6411,,
"2","Males","19","80-84","1992","1992",6474,,
"2","Males","19","80-84","1993","1993",6468,,
"2","Males","19","80-84","1994","1994",6361,,
"2","Males","19","80-84","1995","1995",6235,,
"2","Males","19","80-84","1996","1996",5888,,
"2","Males","19","80-84","1997","1997",5293,,
"2","Males","19","80-84","1998","1998",4912,,
"2","Males","19","80-84","1999","1999",4763,,
"2","Males","19","80-84","2000","2000",4720,,
"2","Males","19","80-84","2001","2001",4870,,
"2","Males","19","80-84","2002","2002",5295,,
"2","Males","19","80-84","2003","2003",5685,,
"2","Males","19","80-84","2004","2004",6055,,
"2","Males","19","80-84","2005","2005",6500,,
"2","Males","19","80-84","2006","2006",6975,,
"2","Males","19","80-84","2007","2007",7580,,
"2","Males","19","80-84","2008","2008",8240,,
"2","Males","19","80-84","2009","2009",8780,,
"2","Males","19","80-84","2010","2010",9300,,
"2","Males","19","80-84","2011","2011",9791,,
"2","Males","19","80-84","2012","2012",10101,,
"2","Males","19","80-84","2013","2013",10225,,
"2","Males","19","80-84","2014","2014",10195,,
"2","Males","19","80-84","2015","2015",10186,,
"2","Males","19","80-84","2016","2016",10346,,
"2","Males","19","80-84","2017","2017",10726,,
"2","Males","19","80-84","2018","2018",11255,,
"2","Males","11","40-44","1970","1970",49013,,
"2","Males","11","40-44","1971","1971",51390,,
"2","Males","11","40-44","1972","1972",52129,,
"2","Males","11","40-44","1973","1973",51419,,
"2","Males","11","40-44","1974","1974",50179,,
"2","Males","11","40-44","1975","1975",49087,,
"2","Males","11","40-44","1976","1976",48495,,
"2","Males","11","40-44","1977","1977",48775,,
"2","Males","11","40-44","1978","1978",49941,,
"2","Males","11","40-44","1979","1979",51553,,
"2","Males","11","40-44","1980","1980",52446,,
"2","Males","11","40-44","1981","1981",53007,,
"2","Males","11","40-44","1982","1982",52488,,
"2","Males","11","40-44","1983","1983",49671,,
"2","Males","11","40-44","1984","1984",46246,,
"2","Males","11","40-44","1985","1985",43524,,
"2","Males","11","40-44","1986","1986",41686,,
"2","Males","11","40-44","1987","1987",41553,,
"2","Males","11","40-44","1988","1988",43615,,
"2","Males","11","40-44","1989","1989",46897,,
"2","Males","11","40-44","1990","1990",50077,,
"2","Males","11","40-44","1991","1991",51894,,
"2","Males","11","40-44","1992","1992",51946,,
"2","Males","11","40-44","1993","1993",50922,,
"2","Males","11","40-44","1994","1994",49735,,
"2","Males","11","40-44","1995","1995",48948,,
"2","Males","11","40-44","1996","1996",48387,,
"2","Males","11","40-44","1997","1997",47783,,
"2","Males","11","40-44","1998","1998",47511,,
"2","Males","11","40-44","1999","1999",47475,,
"2","Males","11","40-44","2000","2000",49675,,
"2","Males","11","40-44","2001","2001",49605,,
"2","Males","11","40-44","2002","2002",49555,,
"2","Males","11","40-44","2003","2003",49075,,
"2","Males","11","40-44","2004","2004",48180,,
"2","Males","11","40-44","2005","2005",46935,,
"2","Males","11","40-44","2006","2006",45405,,
"2","Males","11","40-44","2007","2007",43925,,
"2","Males","11","40-44","2008","2008",43100,,
"2","Males","11","40-44","2009","2009",43065,,
"2","Males","11","40-44","2010","2010",43550,,
"2","Males","11","40-44","2011","2011",44468,,
"2","Males","11","40-44","2012","2012",45475,,
"2","Males","11","40-44","2013","2013",46118,,
"2","Males","11","40-44","2014","2014",46275,,
"2","Males","11","40-44","2015","2015",46235,,
"2","Males","11","40-44","2016","2016",46033,,
"2","Males","11","40-44","2017","2017",46053,,
"2","Males","11","40-44","2018","2018",46356,,
"2","Males","5","10-14","1970","1970",51417,,
"2","Males","5","10-14","1971","1971",52276,,
"2","Males","5","10-14","1972","1972",53196,,
"2","Males","5","10-14","1973","1973",53545,,
"2","Males","5","10-14","1974","1974",53287,,
"2","Males","5","10-14","1975","1975",52456,,
"2","Males","5","10-14","1976","1976",51348,,
"2","Males","5","10-14","1977","1977",50155,,
"2","Males","5","10-14","1978","1978",49553,,
"2","Males","5","10-14","1979","1979",49927,,
"2","Males","5","10-14","1980","1980",50997,,
"2","Males","5","10-14","1981","1981",52711,,
"2","Males","5","10-14","1982","1982",54670,,
"2","Males","5","10-14","1983","1983",56068,,
"2","Males","5","10-14","1984","1984",56613,,
"2","Males","5","10-14","1985","1985",56943,,
"2","Males","5","10-14","1986","1986",56998,,
"2","Males","5","10-14","1987","1987",56840,,
"2","Males","5","10-14","1988","1988",56670,,
"2","Males","5","10-14","1989","1989",56685,,
"2","Males","5","10-14","1990","1990",56787,,
"2","Males","5","10-14","1991","1991",56767,,
"2","Males","5","10-14","1992","1992",55917,,
"2","Males","5","10-14","1993","1993",54927,,
"2","Males","5","10-14","1994","1994",54758,,
"2","Males","5","10-14","1995","1995",54720,,
"2","Males","5","10-14","1996","1996",54504,,
"2","Males","5","10-14","1997","1997",54604,,
"2","Males","5","10-14","1998","1998",54889,,
"2","Males","5","10-14","1999","1999",54951,,
"2","Males","5","10-14","2000","2000",54190,,
"2","Males","5","10-14","2001","2001",53010,,
"2","Males","5","10-14","2002","2002",50840,,
"2","Males","5","10-14","2003","2003",47755,,
"2","Males","5","10-14","2004","2004",43865,,
"2","Males","5","10-14","2005","2005",40010,,
"2","Males","5","10-14","2006","2006",36975,,
"2","Males","5","10-14","2007","2007",34550,,
"2","Males","5","10-14","2008","2008",32645,,
"2","Males","5","10-14","2009","2009",31600,,
"2","Males","5","10-14","2010","2010",31255,,
"2","Males","5","10-14","2011","2011",31129,,
"2","Males","5","10-14","2012","2012",31068,,
"2","Males","5","10-14","2013","2013",31290,,
"2","Males","5","10-14","2014","2014",31870,,
"2","Males","5","10-14","2015","2015",32610,,
"2","Males","5","10-14","2016","2016",33544,,
"2","Males","5","10-14","2017","2017",34904,,
"2","Males","5","10-14","2018","2018",36509,,
"3","Females","4","5-9","1970","1970",49478,,
"3","Females","4","5-9","1971","1971",48727,,
"3","Females","4","5-9","1972","1972",48062,,
"3","Females","4","5-9","1973","1973",47939,,
"3","Females","4","5-9","1974","1974",48227,,
"3","Females","4","5-9","1975","1975",49139,,
"3","Females","4","5-9","1976","1976",50576,,
"3","Females","4","5-9","1977","1977",52103,,
"3","Females","4","5-9","1978","1978",53129,,
"3","Females","4","5-9","1979","1979",53569,,
"3","Females","4","5-9","1980","1980",53785,,
"3","Females","4","5-9","1981","1981",53832,,
"3","Females","4","5-9","1982","1982",53916,,
"3","Females","4","5-9","1983","1983",54069,,
"3","Females","4","5-9","1984","1984",54277,,
"3","Females","4","5-9","1985","1985",54602,,
"3","Females","4","5-9","1986","1986",55056,,
"3","Females","4","5-9","1987","1987",55570,,
"3","Females","4","5-9","1988","1988",56329,,
"3","Females","4","5-9","1989","1989",57271,,
"3","Females","4","5-9","1990","1990",57948,,
"3","Females","4","5-9","1991","1991",58032,,
"3","Females","4","5-9","1992","1992",57188,,
"3","Females","4","5-9","1993","1993",55897,,
"3","Females","4","5-9","1994","1994",54783,,
"3","Females","4","5-9","1995","1995",53512,,
"3","Females","4","5-9","1996","1996",51683,,
"3","Females","4","5-9","1997","1997",49154,,
"3","Females","4","5-9","1998","1998",45733,,
"3","Females","4","5-9","1999","1999",41741,,
"3","Females","4","5-9","2000","2000",38335,,
"3","Females","4","5-9","2001","2001",35645,,
"3","Females","4","5-9","2002","2002",33400,,
"3","Females","4","5-9","2003","2003",31630,,
"3","Females","4","5-9","2004","2004",30605,,
"3","Females","4","5-9","2005","2005",30055,,
"3","Females","4","5-9","2006","2006",29730,,
"3","Females","4","5-9","2007","2007",29775,,
"3","Females","4","5-9","2008","2008",30300,,
"3","Females","4","5-9","2009","2009",30975,,
"3","Females","4","5-9","2010","2010",31630,,
"3","Females","4","5-9","2011","2011",32431,,
"3","Females","4","5-9","2012","2012",33546,,
"3","Females","4","5-9","2013","2013",34772,,
"3","Females","4","5-9","2014","2014",35878,,
"3","Females","4","5-9","2015","2015",36817,,
"3","Females","4","5-9","2016","2016",37350,,
"3","Females","4","5-9","2017","2017",37174,,
"3","Females","4","5-9","2018","2018",36569,,
"1","Males and females","10","35-39","1970","1970",103151,,
"1","Males and females","10","35-39","1971","1971",102379,,
"1","Males and females","10","35-39","1972","1972",103170,,
"1","Males and females","10","35-39","1973","1973",105682,,
"1","Males and females","10","35-39","1974","1974",109264,,
"1","Males and females","10","35-39","1975","1975",111326,,
"1","Males and females","10","35-39","1976","1976",112412,,
"1","Males and females","10","35-39","1977","1977",110923,,
"1","Males and females","10","35-39","1978","1978",104870,,
"1","Males and females","10","35-39","1979","1979",97840,,
"1","Males and females","10","35-39","1980","1980",92154,,
"1","Males and females","10","35-39","1981","1981",88210,,
"1","Males and females","10","35-39","1982","1982",87835,,
"1","Males and females","10","35-39","1983","1983",92209,,
"1","Males and females","10","35-39","1984","1984",99179,,
"1","Males and females","10","35-39","1985","1985",106017,,
"1","Males and females","10","35-39","1986","1986",110596,,
"1","Males and females","10","35-39","1987","1987",113045,,
"1","Males and females","10","35-39","1988","1988",114186,,
"1","Males and females","10","35-39","1989","1989",114625,,
"1","Males and females","10","35-39","1990","1990",115571,,
"1","Males and females","10","35-39","1991","1991",116067,,
"1","Males and females","10","35-39","1992","1992",113887,,
"1","Males and females","10","35-39","1993","1993",110616,,
"1","Males and females","10","35-39","1994","1994",108010,,
"1","Males and females","10","35-39","1995","1995",105658,,
"1","Males and females","10","35-39","1996","1996",103948,,
"1","Males and females","10","35-39","1997","1997",102683,,
"1","Males and females","10","35-39","1998","1998",100969,,
"1","Males and females","10","35-39","1999","1999",98678,,
"1","Males and females","10","35-39","2000","2000",99655,,
"1","Males and females","10","35-39","2001","2001",96300,,
"1","Males and females","10","35-39","2002","2002",93095,,
"1","Males and females","10","35-39","2003","2003",91170,,
"1","Males and females","10","35-39","2004","2004",90545,,
"1","Males and females","10","35-39","2005","2005",90795,,
"1","Males and females","10","35-39","2006","2006",91935,,
"1","Males and females","10","35-39","2007","2007",93430,,
"1","Males and females","10","35-39","2008","2008",94330,,
"1","Males and females","10","35-39","2009","2009",94250,,
"1","Males and females","10","35-39","2010","2010",93540,,
"1","Males and females","10","35-39","2011","2011",92438,,
"1","Males and females","10","35-39","2012","2012",91390,,
"1","Males and females","10","35-39","2013","2013",90607,,
"1","Males and females","10","35-39","2014","2014",90087,,
"1","Males and females","10","35-39","2015","2015",89921,,
"1","Males and females","10","35-39","2016","2016",89994,,
"1","Males and females","10","35-39","2017","2017",90419,,
"1","Males and females","10","35-39","2018","2018",91867,,
"1","Males and females","16","65-69","1970","1970",59567,,
"1","Males and females","16","65-69","1971","1971",60320,,
"1","Males and females","16","65-69","1972","1972",61166,,
"1","Males and females","16","65-69","1973","1973",61405,,
"1","Males and females","16","65-69","1974","1974",61697,,
"1","Males and females","16","65-69","1975","1975",62486,,
"1","Males and females","16","65-69","1976","1976",63147,,
"1","Males and females","16","65-69","1977","1977",63583,,
"1","Males and females","16","65-69","1978","1978",63828,,
"1","Males and females","16","65-69","1979","1979",63663,,
"1","Males and females","16","65-69","1980","1980",62262,,
"1","Males and females","16","65-69","1981","1981",58730,,
"1","Males and females","16","65-69","1982","1982",53771,,
"1","Males and females","16","65-69","1983","1983",50171,,
"1","Males and females","16","65-69","1984","1984",47872,,
"1","Males and females","16","65-69","1985","1985",46300,,
"1","Males and females","16","65-69","1986","1986",47960,,
"1","Males and females","16","65-69","1987","1987",52273,,
"1","Males and females","16","65-69","1988","1988",56574,,
"1","Males and females","16","65-69","1989","1989",60513,,
"1","Males and females","16","65-69","1990","1990",64424,,
"1","Males and females","16","65-69","1991","1991",67468,,
"1","Males and females","16","65-69","1992","1992",69872,,
"1","Males and females","16","65-69","1993","1993",71763,,
"1","Males and females","16","65-69","1994","1994",72877,,
"1","Males and females","16","65-69","1995","1995",73850,,
"1","Males and females","16","65-69","1996","1996",74567,,
"1","Males and females","16","65-69","1997","1997",74598,,
"1","Males and females","16","65-69","1998","1998",73313,,
"1","Males and females","16","65-69","1999","1999",71089,,
"1","Males and females","16","65-69","2000","2000",70435,,
"1","Males and females","16","65-69","2001","2001",69540,,
"1","Males and females","16","65-69","2002","2002",69845,,
"1","Males and females","16","65-69","2003","2003",71355,,
"1","Males and females","16","65-69","2004","2004",73495,,
"1","Males and females","16","65-69","2005","2005",74760,,
"1","Males and females","16","65-69","2006","2006",75415,,
"1","Males and females","16","65-69","2007","2007",74540,,
"1","Males and females","16","65-69","2008","2008",70790,,
"1","Males and females","16","65-69","2009","2009",66345,,
"1","Males and females","16","65-69","2010","2010",62595,,
"1","Males and females","16","65-69","2011","2011",59957,,
"1","Males and females","16","65-69","2012","2012",59659,,
"1","Males and females","16","65-69","2013","2013",62500,,
"1","Males and females","16","65-69","2014","2014",67048,,
"1","Males and females","16","65-69","2015","2015",71642,,
"1","Males and females","16","65-69","2016","2016",74830,,
"1","Males and females","16","65-69","2017","2017",76391,,
"1","Males and females","16","65-69","2018","2018",77138,,
"3","Females","7","20-24","1970","1970",49497,,
"3","Females","7","20-24","1971","1971",52323,,
"3","Females","7","20-24","1972","1972",53333,,
"3","Females","7","20-24","1973","1973",53482,,
"3","Females","7","20-24","1974","1974",53088,,
"3","Females","7","20-24","1975","1975",53253,,
"3","Females","7","20-24","1976","1976",53717,,
"3","Females","7","20-24","1977","1977",54005,,
"3","Females","7","20-24","1978","1978",54784,,
"3","Females","7","20-24","1979","1979",55399,,
"3","Females","7","20-24","1980","1980",55489,,
"3","Females","7","20-24","1981","1981",55734,,
"3","Females","7","20-24","1982","1982",55959,,
"3","Females","7","20-24","1983","1983",55693,,
"3","Females","7","20-24","1984","1984",55028,,
"3","Females","7","20-24","1985","1985",53987,,
"3","Females","7","20-24","1986","1986",52572,,
"3","Females","7","20-24","1987","1987",51365,,
"3","Females","7","20-24","1988","1988",50804,,
"3","Females","7","20-24","1989","1989",50624,,
"3","Females","7","20-24","1990","1990",50717,,
"3","Females","7","20-24","1991","1991",51191,,
"3","Females","7","20-24","1992","1992",51434,,
"3","Females","7","20-24","1993","1993",50909,,
"3","Females","7","20-24","1994","1994",49877,,
"3","Females","7","20-24","1995","1995",48768,,
"3","Females","7","20-24","1996","1996",47788,,
"3","Females","7","20-24","1997","1997",47102,,
"3","Females","7","20-24","1998","1998",46773,,
"3","Females","7","20-24","1999","1999",46577,,
"3","Females","7","20-24","2000","2000",47730,,
"3","Females","7","20-24","2001","2001",47590,,
"3","Females","7","20-24","2002","2002",47490,,
"3","Females","7","20-24","2003","2003",47710,,
"3","Females","7","20-24","2004","2004",48100,,
"3","Females","7","20-24","2005","2005",48200,,
"3","Females","7","20-24","2006","2006",48100,,
"3","Females","7","20-24","2007","2007",48265,,
"3","Females","7","20-24","2008","2008",48580,,
"3","Females","7","20-24","2009","2009",48745,,
"3","Females","7","20-24","2010","2010",48555,,
"3","Females","7","20-24","2011","2011",47523,,
"3","Females","7","20-24","2012","2012",45647,,
"3","Females","7","20-24","2013","2013",42939,,
"3","Females","7","20-24","2014","2014",39660,,
"3","Females","7","20-24","2015","2015",37144,,
"3","Females","7","20-24","2016","2016",35325,,
"3","Females","7","20-24","2017","2017",33420,,
"3","Females","7","20-24","2018","2018",32054,,
"2","Males","20","85 and older","1970","1970",2004,,
"2","Males","20","85 and older","1971","1971",2034,,
"2","Males","20","85 and older","1972","1972",2093,,
"2","Males","20","85 and older","1973","1973",2176,,
"2","Males","20","85 and older","1974","1974",2226,,
"2","Males","20","85 and older","1975","1975",2272,,
"2","Males","20","85 and older","1976","1976",2315,,
"2","Males","20","85 and older","1977","1977",2393,,
"2","Males","20","85 and older","1978","1978",2399,,
"2","Males","20","85 and older","1979","1979",2298,,
"2","Males","20","85 and older","1980","1980",2235,,
"2","Males","20","85 and older","1981","1981",2206,,
"2","Males","20","85 and older","1982","1982",2209,,
"2","Males","20","85 and older","1983","1983",2264,,
"2","Males","20","85 and older","1984","1984",2314,,
"2","Males","20","85 and older","1985","1985",2375,,
"2","Males","20","85 and older","1986","1986",2464,,
"2","Males","20","85 and older","1987","1987",2593,,
"2","Males","20","85 and older","1988","1988",2797,,
"2","Males","20","85 and older","1989","1989",2986,,
"2","Males","20","85 and older","1990","1990",3089,,
"2","Males","20","85 and older","1991","1991",3154,,
"2","Males","20","85 and older","1992","1992",3226,,
"2","Males","20","85 and older","1993","1993",3223,,
"2","Males","20","85 and older","1994","1994",3246,,
"2","Males","20","85 and older","1995","1995",3312,,
"2","Males","20","85 and older","1996","1996",3390,,
"2","Males","20","85 and older","1997","1997",3542,,
"2","Males","20","85 and older","1998","1998",3573,,
"2","Males","20","85 and older","1999","1999",3588,,
"2","Males","20","85 and older","2000","2000",3685,,
"2","Males","20","85 and older","2001","2001",3600,,
"2","Males","20","85 and older","2002","2002",3435,,
"2","Males","20","85 and older","2003","2003",3325,,
"2","Males","20","85 and older","2004","2004",3280,,
"2","Males","20","85 and older","2005","2005",3220,,
"2","Males","20","85 and older","2006","2006",3220,,
"2","Males","20","85 and older","2007","2007",3370,,
"2","Males","20","85 and older","2008","2008",3605,,
"2","Males","20","85 and older","2009","2009",3840,,
"2","Males","20","85 and older","2010","2010",4110,,
"2","Males","20","85 and older","2011","2011",4455,,
"2","Males","20","85 and older","2012","2012",4911,,
"2","Males","20","85 and older","2013","2013",5426,,
"2","Males","20","85 and older","2014","2014",5870,,
"2","Males","20","85 and older","2015","2015",6327,,
"2","Males","20","85 and older","2016","2016",6832,,
"2","Males","20","85 and older","2017","2017",7251,,
"2","Males","20","85 and older","2018","2018",7511,,
"2","Males","14","55-59","1970","1970",28752,,
"2","Males","14","55-59","1971","1971",27382,,
"2","Males","14","55-59","1972","1972",25257,,
"2","Males","14","55-59","1973","1973",23762,,
"2","Males","14","55-59","1974","1974",22844,,
"2","Males","14","55-59","1975","1975",22132,,
"2","Males","14","55-59","1976","1976",22736,,
"2","Males","14","55-59","1977","1977",24522,,
"2","Males","14","55-59","1978","1978",26135,,
"2","Males","14","55-59","1979","1979",27528,,
"2","Males","14","55-59","1980","1980",29225,,
"2","Males","14","55-59","1981","1981",31010,,
"2","Males","14","55-59","1982","1982",33499,,
"2","Males","14","55-59","1983","1983",36248,,
"2","Males","14","55-59","1984","1984",38512,,
"2","Males","14","55-59","1985","1985",40664,,
"2","Males","14","55-59","1986","1986",42328,,
"2","Males","14","55-59","1987","1987",42753,,
"2","Males","14","55-59","1988","1988",42077,,
"2","Males","14","55-59","1989","1989",41064,,
"2","Males","14","55-59","1990","1990",40175,,
"2","Males","14","55-59","1991","1991",39563,,
"2","Males","14","55-59","1992","1992",39398,,
"2","Males","14","55-59","1993","1993",39800,,
"2","Males","14","55-59","1994","1994",40468,,
"2","Males","14","55-59","1995","1995",40447,,
"2","Males","14","55-59","1996","1996",40203,,
"2","Males","14","55-59","1997","1997",39475,,
"2","Males","14","55-59","1998","1998",37291,,
"2","Males","14","55-59","1999","1999",34661,,
"2","Males","14","55-59","2000","2000",33500,,
"2","Males","14","55-59","2001","2001",31865,,
"2","Males","14","55-59","2002","2002",31490,,
"2","Males","14","55-59","2003","2003",32720,,
"2","Males","14","55-59","2004","2004",34835,,
"2","Males","14","55-59","2005","2005",36930,,
"2","Males","14","55-59","2006","2006",38240,,
"2","Males","14","55-59","2007","2007",38785,,
"2","Males","14","55-59","2008","2008",38950,,
"2","Males","14","55-59","2009","2009",38945,,
"2","Males","14","55-59","2010","2010",39255,,
"2","Males","14","55-59","2011","2011",39709,,
"2","Males","14","55-59","2012","2012",39976,,
"2","Males","14","55-59","2013","2013",40377,,
"2","Males","14","55-59","2014","2014",40816,,
"2","Males","14","55-59","2015","2015",40967,,
"2","Males","14","55-59","2016","2016",41104,,
"2","Males","14","55-59","2017","2017",41524,,
"2","Males","14","55-59","2018","2018",41801,,
"3","Females","21","Age unknown","1970","1970",630,,
"3","Females","21","Age unknown","1971","1971",575,,
"3","Females","21","Age unknown","1972","1972",519,,
"3","Females","21","Age unknown","1973","1973",470,,
"3","Females","21","Age unknown","1974","1974",419,,
"3","Females","21","Age unknown","1975","1975",368,,
"3","Females","21","Age unknown","1976","1976",319,,
"3","Females","21","Age unknown","1977","1977",270,,
"3","Females","21","Age unknown","1978","1978",222,,
"3","Females","21","Age unknown","1979","1979",192,,
"3","Females","21","Age unknown","1980","1980",173,,
"3","Females","21","Age unknown","1981","1981",152,,
"3","Females","21","Age unknown","1982","1982",135,,
"3","Females","21","Age unknown","1983","1983",119,,
"3","Females","21","Age unknown","1984","1984",98,,
"3","Females","21","Age unknown","1985","1985",74,,
"3","Females","21","Age unknown","1986","1986",50,,
"3","Females","21","Age unknown","1987","1987",32,,
"3","Females","21","Age unknown","1988","1988",12,,
"3","Females","21","Age unknown","1989","1989",0,,
"3","Females","21","Age unknown","1990","1990",0,,
"3","Females","21","Age unknown","1991","1991",0,,
"3","Females","21","Age unknown","1992","1992",0,,
"3","Females","21","Age unknown","1993","1993",0,,
"3","Females","21","Age unknown","1994","1994",0,,
"3","Females","21","Age unknown","1995","1995",0,,
"3","Females","21","Age unknown","1996","1996",0,,
"3","Females","21","Age unknown","1997","1997",0,,
"3","Females","21","Age unknown","1998","1998",0,,
"3","Females","21","Age unknown","1999","1999",88,,
"3","Females","21","Age unknown","2000","2000",0,,
"3","Females","21","Age unknown","2001","2001",0,,
"3","Females","21","Age unknown","2002","2002",0,,
"3","Females","21","Age unknown","2003","2003",0,,
"3","Females","21","Age unknown","2004","2004",0,,
"3","Females","21","Age unknown","2005","2005",0,,
"3","Females","21","Age unknown","2006","2006",0,,
"3","Females","21","Age unknown","2007","2007",0,,
"3","Females","21","Age unknown","2008","2008",0,,
"3","Females","21","Age unknown","2009","2009",0,,
"3","Females","21","Age unknown","2010","2010",0,,
"3","Females","21","Age unknown","2011","2011",0,,
"3","Females","21","Age unknown","2012","2012",0,,
"3","Females","21","Age unknown","2013","2013",0,,
"3","Females","21","Age unknown","2014","2014",0,,
"3","Females","21","Age unknown","2015","2015",0,,
"3","Females","21","Age unknown","2016","2016",0,,
"3","Females","21","Age unknown","2017","2017",0,,
"3","Females","21","Age unknown","2018","2018",0,,
"2","Males","6","15-19","1970","1970",53084,,
"2","Males","6","15-19","1971","1971",53190,,
"2","Males","6","15-19","1972","1972",53286,,
"2","Males","6","15-19","1973","1973",53861,,
"2","Males","6","15-19","1974","1974",54508,,
"2","Males","6","15-19","1975","1975",55127,,
"2","Males","6","15-19","1976","1976",55631,,
"2","Males","6","15-19","1977","1977",55903,,
"2","Males","6","15-19","1978","1978",55806,,
"2","Males","6","15-19","1979","1979",55368,,
"2","Males","6","15-19","1980","1980",54446,,
"2","Males","6","15-19","1981","1981",53520,,
"2","Males","6","15-19","1982","1982",52713,,
"2","Males","6","15-19","1983","1983",52342,,
"2","Males","6","15-19","1984","1984",52744,,
"2","Males","6","15-19","1985","1985",53691,,
"2","Males","6","15-19","1986","1986",55349,,
"2","Males","6","15-19","1987","1987",57369,,
"2","Males","6","15-19","1988","1988",58603,,
"2","Males","6","15-19","1989","1989",57604,,
"2","Males","6","15-19","1990","1990",55920,,
"2","Males","6","15-19","1991","1991",55057,,
"2","Males","6","15-19","1992","1992",54053,,
"2","Males","6","15-19","1993","1993",52619,,
"2","Males","6","15-19","1994","1994",51448,,
"2","Males","6","15-19","1995","1995",50818,,
"2","Males","6","15-19","1996","1996",50662,,
"2","Males","6","15-19","1997","1997",50814,,
"2","Males","6","15-19","1998","1998",51380,,
"2","Males","6","15-19","1999","1999",52263,,
"2","Males","6","15-19","2000","2000",52585,,
"2","Males","6","15-19","2001","2001",52505,,
"2","Males","6","15-19","2002","2002",52675,,
"2","Males","6","15-19","2003","2003",52960,,
"2","Males","6","15-19","2004","2004",53035,,
"2","Males","6","15-19","2005","2005",52855,,
"2","Males","6","15-19","2006","2006",51755,,
"2","Males","6","15-19","2007","2007",49680,,
"2","Males","6","15-19","2008","2008",46750,,
"2","Males","6","15-19","2009","2009",43015,,
"2","Males","6","15-19","2010","2010",39265,,
"2","Males","6","15-19","2011","2011",36356,,
"2","Males","6","15-19","2012","2012",34041,,
